account_id,industry,country,anciennete_mois,churn,nb_changements_plan,mrr_moyen,nb_sieges_max,downgrade_detecte,auto_renew_flag,est_enterprise,nb_tickets_total,nb_tickets_critiques,satisfaction_moyenne,delai_resolution_moyen,ratio_tickets_critiques,usage_total_count,nb_features_uniques,jours_depuis_derniere_activite,usage_moyen_3mois,tendance_usage
A-89ee83,Cybersecurity,US,2.9,0,3.0,2264.2727272727275,74.0,0.0,1.0,1.0,5.0,2.0,4.0,21.8,0.4,565,28,15,31.0,-4.5
A-883b7d,Cybersecurity,IN,9.2,0,0.0,2543.6666666666665,78.0,0.0,1.0,1.0,7.0,5.0,3.7142857142857144,25.571428571428573,0.7142857142857143,644,35,2,36.333333333333336,8.5
A-dcc3f1,HealthTech,US,9.5,1,0.0,1554.0,51.0,0.0,1.0,1.0,9.0,6.0,3.888888888888889,35.666666666666664,0.6666666666666666,416,30,21,9.666666666666666,5.5
A-c62e55,EdTech,US,22.8,0,1.0,1322.4444444444443,56.0,0.0,1.0,0.0,4.0,2.0,4.0,27.5,0.5,337,24,20,17.666666666666668,5.0
A-e4144b,EdTech,UK,2.3,0,1.0,3542.4,79.0,0.0,1.0,1.0,3.0,2.0,4.0,57.0,0.6666666666666666,439,26,9,25.0,0.5
A-e40f45,HealthTech,US,6.7,1,3.0,1904.3333333333333,44.0,0.0,1.0,0.0,7.0,4.0,4.142857142857143,26.714285714285715,0.5714285714285714,328,24,19,5.0,3.5
A-96215d,FinTech,US,4.8,0,1.0,1718.6666666666667,21.0,0.0,0.0,0.0,1.0,1.0,3.0,25.0,1.0,347,20,26,13.666666666666666,8.0
A-2b9d3e,EdTech,US,19.0,0,1.0,571.3333333333334,29.0,0.0,1.0,1.0,3.0,2.0,4.333333333333333,34.666666666666664,0.6666666666666666,444,26,15,18.333333333333332,-12.5
A-b7724f,HealthTech,UK,17.2,1,0.0,354.6666666666667,33.0,0.0,1.0,0.0,2.0,1.0,3.5,35.5,0.5,327,26,5,39.666666666666664,5.5
A-310452,DevTools,FR,0.1,1,0.0,441.0,9.0,0.0,1.0,0.0,4.0,1.0,3.5,36.75,0.25,268,20,32,9.0,0.0
A-eb1312,FinTech,US,0.6,1,0.0,1225.0,25.0,0.0,1.0,0.0,1.0,0.0,5.0,68.0,0.0,544,29,28,27.333333333333332,-14.5
A-df1e44,Cybersecurity,UK,8.9,1,2.0,1317.111111111111,63.0,1.0,1.0,1.0,1.0,0.0,5.0,38.0,0.0,390,24,13,19.666666666666668,-0.5
A-6a7c9d,Cybersecurity,US,0.9,1,0.0,5174.0,26.0,0.0,1.0,1.0,3.0,2.0,4.0,34.333333333333336,0.6666666666666666,183,14,12,12.333333333333334,9.5
A-cbd1a3,DevTools,US,1.2,0,2.0,1635.1,37.0,0.0,1.0,0.0,4.0,1.0,4.0,34.5,0.25,465,29,11,10.666666666666666,10.5
A-a8d89d,EdTech,US,8.6,1,1.0,3390.6666666666665,78.0,0.0,1.0,0.0,2.0,0.0,4.5,44.5,0.0,470,28,5,30.333333333333332,-6.5
A-600734,DevTools,US,13.6,0,2.0,1394.7692307692307,42.0,0.0,1.0,0.0,7.0,5.0,3.857142857142857,52.57142857142857,0.7142857142857143,660,33,6,21.333333333333332,19.5
A-86fc1d,DevTools,UK,0.6,1,0.0,2744.0,56.0,0.0,1.0,0.0,4.0,4.0,4.0,29.5,1.0,281,22,14,9.666666666666666,-1.0
A-78f02b,HealthTech,US,0.7,1,1.0,3770.25,179.0,0.0,1.0,0.0,4.0,1.0,4.0,45.75,0.25,211,17,10,6.0,3.0
A-acb7f7,EdTech,US,2.5,1,0.0,4492.333333333333,39.0,0.0,1.0,0.0,3.0,1.0,3.6666666666666665,41.0,0.3333333333333333,347,25,2,25.666666666666668,3.0
A-712f1c,DevTools,US,10.3,1,2.0,3480.3,75.0,0.0,1.0,0.0,6.0,3.0,4.0,41.666666666666664,0.5,571,32,24,17.0,-12.0
A-3793ee,Cybersecurity,CA,2.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,68,6,37,18.333333333333332,-6.0
A-9a532a,HealthTech,US,5.9,0,0.0,2736.25,62.0,0.0,1.0,1.0,2.0,1.0,4.0,57.5,0.5,185,16,72,10.0,-15.0
A-2ebb4b,HealthTech,US,19.5,1,1.0,3068.8,65.0,0.0,1.0,0.0,2.0,1.0,3.0,43.5,0.5,488,27,14,25.0,-9.5
A-6843f2,HealthTech,CA,0.7,0,1.0,1835.5555555555557,23.0,1.0,1.0,0.0,2.0,1.0,3.0,36.5,0.5,481,24,36,19.333333333333332,-17.5
A-c9bb3e,EdTech,US,6.3,1,1.0,1430.625,123.0,0.0,0.0,0.0,5.0,4.0,4.2,34.8,0.8,457,26,7,19.666666666666668,10.5
A-4814a3,Cybersecurity,IN,2.3,1,2.0,6133.5,87.0,0.0,0.0,0.0,4.0,2.0,4.0,18.75,0.5,553,34,6,21.666666666666668,1.5
A-b7b7b7,FinTech,US,6.1,0,1.0,2379.8333333333335,67.0,0.0,1.0,0.0,3.0,0.0,4.666666666666667,17.0,0.0,571,31,20,16.666666666666668,9.5
A-ccc747,HealthTech,FR,7.7,1,2.0,865.6666666666666,37.0,0.0,0.0,0.0,4.0,1.0,4.25,32.25,0.25,264,22,5,14.333333333333334,7.5
A-bb3bd4,HealthTech,US,5.1,1,1.0,2047.0,23.0,0.0,1.0,0.0,7.0,2.0,4.142857142857143,40.0,0.2857142857142857,244,15,38,12.333333333333334,-13.5
A-09316c,FinTech,AU,2.8,1,1.0,5101.25,70.0,0.0,1.0,0.0,3.0,1.0,4.0,50.0,0.3333333333333333,527,27,5,8.666666666666666,3.0
A-96bbc6,Cybersecurity,US,7.5,1,3.0,4240.714285714285,64.0,0.0,0.0,0.0,3.0,1.0,3.3333333333333335,51.333333333333336,0.3333333333333333,471,29,5,46.666666666666664,-6.5
A-bc4d48,EdTech,US,6.7,0,1.0,1770.0,35.0,0.0,1.0,0.0,6.0,4.0,4.166666666666667,41.166666666666664,0.6666666666666666,321,24,9,7.666666666666667,1.5
A-b30291,HealthTech,US,5.0,1,0.0,870.2,18.0,0.0,1.0,0.0,1.0,1.0,4.0,16.0,1.0,412,26,3,22.666666666666668,-10.0
A-cdf020,DevTools,AU,14.8,1,2.0,2259.0,45.0,0.0,1.0,0.0,4.0,2.0,4.0,29.5,0.5,362,24,3,18.333333333333332,5.0
A-e6afc1,DevTools,US,22.2,0,0.0,2052.909090909091,85.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,679,32,16,13.666666666666666,-6.0
A-e3bd71,Cybersecurity,US,9.2,1,0.0,6169.0,31.0,0.0,0.0,1.0,3.0,2.0,4.0,35.0,0.6666666666666666,316,21,8,21.666666666666668,0.5
A-b179bf,Cybersecurity,IN,1.3,1,0.0,4278.5,43.0,0.0,1.0,1.0,6.0,4.0,4.0,24.666666666666668,0.6666666666666666,383,23,73,12.666666666666666,-19.0
A-098560,DevTools,UK,10.5,1,1.0,1329.625,35.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,473,29,1,19.666666666666668,6.5
A-82861f,DevTools,UK,0.7,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.5,17.5,0.5,317,21,6,5.333333333333333,8.0
A-94c3cd,FinTech,CA,15.4,0,0.0,1506.0,45.0,0.0,1.0,1.0,4.0,2.0,3.75,44.75,0.5,306,18,21,10.666666666666666,9.0
A-a33200,HealthTech,US,0.7,1,0.0,3596.0,29.0,0.0,1.0,1.0,3.0,1.0,4.333333333333333,36.333333333333336,0.3333333333333333,462,31,8,9.666666666666666,6.5
A-034368,EdTech,US,9.8,1,0.0,247.0,26.0,0.0,1.0,0.0,5.0,2.0,4.0,41.2,0.4,198,17,35,8.333333333333334,0.0
A-b54c01,DevTools,US,0.8,1,0.0,0.0,29.0,0.0,1.0,0.0,5.0,1.0,3.6,42.6,0.2,226,15,18,8.0,9.0
A-d82ef9,EdTech,UK,1.1,1,1.0,1283.0,58.0,0.0,1.0,0.0,3.0,2.0,4.333333333333333,41.666666666666664,0.6666666666666666,491,27,6,46.333333333333336,-4.5
A-bb2f49,Cybersecurity,US,19.2,0,3.0,2180.909090909091,85.0,1.0,0.0,0.0,3.0,2.0,4.0,22.333333333333332,0.6666666666666666,618,31,2,15.666666666666666,11.5
A-1f559b,HealthTech,US,12.8,1,1.0,1285.111111111111,59.0,1.0,1.0,0.0,4.0,3.0,4.0,52.5,0.75,334,27,31,15.333333333333334,-11.0
A-5a215a,EdTech,FR,11.9,0,2.0,7230.666666666667,87.0,0.0,1.0,0.0,4.0,2.0,4.0,29.5,0.5,807,32,8,32.666666666666664,-7.0
A-3f9cc0,HealthTech,US,6.6,1,3.0,2848.5714285714284,30.0,1.0,1.0,1.0,5.0,3.0,4.2,34.8,0.6,407,25,1,12.0,0.0
A-f9cc74,DevTools,FR,2.7,0,1.0,1555.7,53.0,0.0,1.0,0.0,6.0,0.0,4.0,49.833333333333336,0.0,484,30,1,20.666666666666668,-6.0
A-ed510f,Cybersecurity,IN,3.5,1,0.0,1029.0,42.0,0.0,1.0,1.0,3.0,2.0,4.0,46.666666666666664,0.6666666666666666,67,6,10,16.666666666666668,13.0
A-5c9849,EdTech,IN,0.3,1,0.0,532.0,65.0,0.0,1.0,0.0,4.0,2.0,4.0,59.5,0.5,463,30,1,2.0,3.0
A-a7bd4b,Cybersecurity,US,20.0,1,2.0,569.8181818181819,51.0,0.0,1.0,0.0,5.0,4.0,3.6,36.2,0.8,504,28,24,28.0,-13.0
A-d4ac0e,DevTools,UK,8.4,0,3.0,1450.3684210526317,156.0,0.0,1.0,0.0,4.0,2.0,3.75,21.0,0.5,793,38,6,34.333333333333336,-14.0
A-ffdfd5,EdTech,US,3.8,1,0.0,469.0,21.0,0.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0,390,26,37,25.0,-15.0
A-0dbdc6,Cybersecurity,DE,14.0,1,0.0,380.0,30.0,0.0,1.0,0.0,3.0,0.0,4.0,42.666666666666664,0.0,346,27,47,30.0,-36.5
A-7cfe77,DevTools,US,5.3,1,2.0,2553.0,69.0,1.0,1.0,0.0,7.0,3.0,3.7142857142857144,30.714285714285715,0.42857142857142855,198,15,65,8.333333333333334,-12.5
A-1f0636,EdTech,AU,12.0,0,3.0,8610.0,105.0,0.0,0.0,1.0,2.0,2.0,3.5,38.5,1.0,685,32,3,39.333333333333336,-8.0
A-40de06,Cybersecurity,US,19.8,0,3.0,1803.875,62.0,1.0,1.0,0.0,3.0,1.0,4.0,40.333333333333336,0.3333333333333333,902,37,15,48.666666666666664,6.5
A-cb5333,DevTools,US,4.5,1,1.0,1259.4,51.0,1.0,1.0,0.0,4.0,2.0,3.75,30.75,0.5,652,35,8,46.333333333333336,-10.0
A-309e54,DevTools,US,0.2,1,0.0,0.0,46.0,0.0,1.0,1.0,5.0,3.0,3.8,23.8,0.6,501,27,18,19.0,9.0
A-6e7827,DevTools,US,12.5,1,3.0,252.5,9.0,0.0,1.0,1.0,0.0,0.0,4.0,36.0,0.0,258,16,11,22.666666666666668,11.5
A-50bb9f,Cybersecurity,US,2.0,1,1.0,2467.6666666666665,35.0,0.0,1.0,0.0,7.0,3.0,4.0,33.285714285714285,0.42857142857142855,255,18,35,6.0,-4.0
A-5fe118,Cybersecurity,US,1.3,1,0.0,5572.5,123.0,0.0,1.0,1.0,1.0,1.0,4.0,19.0,1.0,220,14,45,13.0,-3.5
A-5247b3,FinTech,UK,7.2,1,2.0,1115.888888888889,33.0,0.0,1.0,0.0,5.0,4.0,4.0,45.8,0.8,555,31,29,35.666666666666664,1.5
A-f44180,Cybersecurity,UK,2.5,1,0.0,2288.5,14.0,0.0,1.0,1.0,0.0,0.0,4.0,36.0,0.0,90,8,31,18.0,-16.5
A-c16cf7,EdTech,US,1.7,1,0.0,1705.5,84.0,0.0,0.0,1.0,3.0,0.0,3.6666666666666665,48.333333333333336,0.0,559,32,7,24.0,-9.0
A-d42431,FinTech,FR,4.1,1,2.0,2264.2,91.0,1.0,1.0,0.0,4.0,3.0,4.0,24.25,0.75,422,26,11,19.333333333333332,9.5
A-6965e1,DevTools,US,0.5,1,1.0,2270.25,38.0,1.0,0.0,1.0,3.0,1.0,3.6666666666666665,39.0,0.3333333333333333,615,27,3,21.0,-6.5
A-0354fe,Cybersecurity,US,1.1,1,1.0,1740.8,34.0,0.0,1.0,0.0,3.0,1.0,4.333333333333333,26.333333333333332,0.3333333333333333,414,27,10,5.0,4.5
A-0a62f5,FinTech,UK,3.5,1,0.0,1215.25,25.0,0.0,1.0,0.0,2.0,2.0,4.0,33.5,1.0,244,20,37,3.6666666666666665,0.0
A-f5641b,EdTech,US,2.6,1,2.0,4112.666666666667,31.0,1.0,0.0,0.0,2.0,2.0,3.5,29.5,1.0,345,21,30,11.666666666666666,-4.0
A-b44e3e,Cybersecurity,UK,2.0,1,1.0,15721.0,79.0,0.0,1.0,1.0,2.0,2.0,4.5,24.5,1.0,251,17,5,21.333333333333332,5.5
A-3b37d9,FinTech,US,20.5,1,2.0,2476.3333333333335,28.0,0.0,1.0,1.0,5.0,2.0,4.2,36.0,0.4,386,23,50,6.333333333333333,-6.5
A-54d94a,Cybersecurity,IN,20.1,0,2.0,1141.5454545454545,55.0,1.0,1.0,0.0,4.0,0.0,3.75,53.75,0.0,582,30,2,21.0,4.0
A-7f29a7,Cybersecurity,UK,0.7,1,0.0,519.3333333333334,41.0,0.0,0.0,0.0,1.0,1.0,4.0,24.0,1.0,570,29,15,21.0,-3.0
A-089363,FinTech,AU,6.7,1,1.0,286.0,40.0,0.0,0.0,0.0,2.0,0.0,3.5,23.0,0.0,305,21,3,33.333333333333336,3.0
A-524364,DevTools,FR,0.0,0,0.0,1592.0,108.0,0.0,1.0,1.0,3.0,2.0,4.333333333333333,47.666666666666664,0.6666666666666666,237,18,100,0.0,0.0
A-855a48,EdTech,US,7.3,1,1.0,3797.0,60.0,1.0,1.0,1.0,5.0,4.0,3.8,39.6,0.8,396,25,12,17.666666666666668,10.5
A-756192,FinTech,IN,18.7,0,1.0,2140.0,68.0,0.0,1.0,0.0,3.0,2.0,4.0,37.333333333333336,0.6666666666666666,617,32,3,19.0,-2.5
A-49b828,FinTech,IN,19.9,0,2.0,2222.0,49.0,0.0,1.0,1.0,3.0,0.0,3.6666666666666665,13.666666666666666,0.0,687,29,11,28.0,-13.5
A-c7ffc2,Cybersecurity,US,9.5,1,3.0,2932.2,132.0,0.0,1.0,1.0,1.0,0.0,4.0,63.0,0.0,277,17,26,18.666666666666668,-8.0
A-751c58,FinTech,UK,5.0,1,4.0,1634.25,45.0,0.0,1.0,0.0,5.0,0.0,4.2,39.6,0.0,562,31,10,34.333333333333336,13.5
A-72799b,DevTools,FR,5.7,1,3.0,1061.0,34.0,1.0,1.0,0.0,1.0,0.0,4.0,12.0,0.0,382,23,5,16.0,11.0
A-812c5b,DevTools,CA,2.5,1,0.0,0.0,55.0,0.0,1.0,0.0,3.0,2.0,4.0,31.333333333333332,0.6666666666666666,671,30,1,55.0,37.0
A-69b156,EdTech,US,13.4,0,2.0,1588.111111111111,28.0,1.0,0.0,0.0,7.0,4.0,4.0,32.0,0.5714285714285714,360,24,20,6.666666666666667,10.0
A-075038,HealthTech,UK,15.8,1,1.0,1393.1538461538462,103.0,0.0,0.0,1.0,1.0,1.0,3.0,50.0,1.0,597,27,7,39.333333333333336,29.0
A-940b8b,HealthTech,DE,9.5,0,2.0,1205.0,56.0,1.0,1.0,1.0,3.0,2.0,4.0,41.333333333333336,0.6666666666666666,362,23,65,3.6666666666666665,-5.5
A-2d1036,FinTech,US,4.5,1,1.0,5451.0,69.0,1.0,1.0,1.0,4.0,1.0,4.5,45.5,0.25,626,29,7,20.0,10.0
A-0f6450,FinTech,US,0.1,1,0.0,1563.3333333333333,28.0,0.0,1.0,0.0,8.0,1.0,3.875,29.75,0.125,539,31,52,9.0,-10.0
A-9affe6,Cybersecurity,US,9.7,1,1.0,1031.8,56.0,0.0,1.0,0.0,1.0,1.0,3.0,50.0,1.0,300,20,1,35.0,16.5
A-80eeb6,Cybersecurity,UK,9.1,1,2.0,4010.4,68.0,0.0,1.0,0.0,4.0,3.0,3.75,40.25,0.75,398,27,1,25.0,-11.0
A-d4e0d4,FinTech,US,2.5,0,2.0,13806.0,117.0,1.0,1.0,1.0,4.0,1.0,4.0,39.25,0.25,488,30,28,4.333333333333333,2.5
A-c7e58b,HealthTech,IN,18.3,0,0.0,769.1428571428571,16.0,0.0,1.0,0.0,5.0,2.0,3.6,30.6,0.4,343,22,43,6.333333333333333,0.0
A-016043,EdTech,CA,0.4,1,0.0,114.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,16.0,1.0,415,25,15,27.666666666666668,-6.5
A-bbe56f,HealthTech,US,22.5,0,1.0,1205.0,22.0,0.0,1.0,0.0,4.0,2.0,4.0,26.25,0.5,232,13,30,7.333333333333333,0.0
A-7c5768,HealthTech,UK,10.0,0,0.0,376.55555555555554,62.0,0.0,1.0,1.0,5.0,4.0,4.0,28.8,0.8,461,27,30,15.333333333333334,-11.0
A-751bd4,Cybersecurity,UK,2.4,1,0.0,190.0,10.0,0.0,1.0,0.0,4.0,3.0,4.0,17.5,0.75,62,7,69,4.333333333333333,-6.5
A-4e0e85,DevTools,US,6.2,1,0.0,597.0,20.0,0.0,1.0,1.0,0.0,0.0,4.0,36.0,0.0,186,14,6,16.666666666666668,3.5
A-ad3abd,FinTech,US,4.3,1,0.0,3916.0,44.0,0.0,1.0,0.0,0.0,0.0,4.0,36.0,0.0,102,10,12,15.666666666666666,9.5
A-e19ff6,Cybersecurity,UK,11.0,1,0.0,257.0,38.0,0.0,0.0,0.0,3.0,3.0,4.666666666666667,30.666666666666668,1.0,340,22,14,15.333333333333334,8.5
A-7920cc,Cybersecurity,FR,13.3,0,1.0,3255.5625,69.0,0.0,1.0,1.0,7.0,1.0,4.142857142857143,32.857142857142854,0.14285714285714285,601,32,12,32.333333333333336,3.5
A-5a92e7,HealthTech,US,5.0,1,0.0,778.5714285714286,43.0,0.0,1.0,0.0,7.0,4.0,4.285714285714286,45.0,0.5714285714285714,808,35,13,26.0,-5.0
A-fdfc91,Cybersecurity,US,19.9,0,1.0,2061.2,111.0,0.0,1.0,0.0,5.0,5.0,3.8,28.8,1.0,564,32,43,6.666666666666667,0.0
A-1e50e0,Cybersecurity,DE,14.1,1,1.0,2861.0,98.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,127,14,113,0.0,0.0
A-1e1b80,FinTech,CA,14.1,1,1.0,4053.9166666666665,53.0,0.0,1.0,0.0,6.0,4.0,3.3333333333333335,43.0,0.6666666666666666,640,32,17,32.333333333333336,11.0
A-659280,FinTech,IN,12.2,1,1.0,2145.0,47.0,0.0,0.0,0.0,4.0,0.0,4.25,8.0,0.0,551,28,20,25.666666666666668,-21.0
A-f6b2fb,DevTools,AU,2.6,1,1.0,1707.75,23.0,1.0,1.0,0.0,5.0,2.0,4.0,55.0,0.4,428,26,2,14.333333333333334,-4.5
A-cb6cc6,DevTools,US,21.0,0,2.0,374.57142857142856,25.0,0.0,1.0,0.0,3.0,2.0,3.6666666666666665,16.333333333333332,0.6666666666666666,314,21,11,13.333333333333334,3.0
A-d62e02,Cybersecurity,US,4.4,0,2.0,2132.4,32.0,1.0,0.0,1.0,1.0,1.0,4.0,36.0,1.0,344,25,10,33.0,-3.0
A-d535f6,DevTools,US,2.8,1,1.0,705.0,54.0,1.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,460,25,45,11.333333333333334,-11.0
A-39868b,FinTech,AU,2.2,1,0.0,1791.0,9.0,0.0,0.0,1.0,6.0,2.0,4.166666666666667,39.0,0.3333333333333333,163,11,9,13.0,19.5
A-3cc791,EdTech,US,9.0,1,0.0,965.4285714285714,25.0,0.0,1.0,0.0,5.0,3.0,4.2,54.0,0.6,426,28,2,16.333333333333332,10.5
A-337bc1,Cybersecurity,US,4.9,1,0.0,4118.0,34.0,0.0,1.0,1.0,1.0,0.0,4.0,21.0,0.0,204,15,51,3.6666666666666665,0.0
A-58b9ff,DevTools,IN,4.3,1,1.0,2037.9,76.0,1.0,1.0,0.0,2.0,0.0,4.0,66.0,0.0,594,26,4,36.0,16.0
A-bf7919,HealthTech,US,0.7,1,0.0,298.5,8.0,0.0,1.0,1.0,2.0,1.0,4.5,14.5,0.5,262,23,25,6.333333333333333,2.5
A-1d5444,Cybersecurity,US,4.4,1,1.0,2790.714285714286,41.0,0.0,0.0,1.0,0.0,0.0,4.0,36.0,0.0,384,22,11,41.0,10.0
A-0f3e88,HealthTech,US,12.6,1,1.0,678.4285714285714,24.0,0.0,1.0,0.0,2.0,0.0,4.5,62.5,0.0,408,27,19,26.666666666666668,-2.0
A-7641d3,EdTech,US,15.7,1,0.0,1100.7142857142858,76.0,0.0,0.0,1.0,4.0,2.0,4.5,45.5,0.5,357,23,16,17.666666666666668,3.5
A-cd458b,DevTools,US,4.8,1,0.0,2589.818181818182,47.0,0.0,1.0,0.0,4.0,4.0,4.5,34.75,1.0,786,33,4,26.333333333333332,-3.5
A-c16b88,HealthTech,US,6.0,1,0.0,0.0,27.0,0.0,1.0,0.0,3.0,2.0,3.6666666666666665,48.333333333333336,0.6666666666666666,352,24,43,10.666666666666666,-5.0
A-59f724,HealthTech,US,14.0,0,2.0,814.4166666666666,77.0,0.0,1.0,0.0,4.0,3.0,4.25,19.25,0.75,696,33,25,26.333333333333332,-2.5
A-87aa7b,HealthTech,US,7.4,1,6.0,1430.0625,56.0,1.0,1.0,0.0,2.0,1.0,4.0,30.0,0.5,732,31,3,29.333333333333332,-0.5
A-1e6fc3,EdTech,FR,3.4,1,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,3.8,23.8,0.6,160,14,10,15.0,0.5
A-39ddf4,EdTech,US,0.3,1,0.0,5058.0,44.0,0.0,0.0,0.0,5.0,4.0,4.2,23.0,0.8,448,26,33,7.333333333333333,0.0
A-34ea2f,HealthTech,US,2.1,1,0.0,956.3333333333334,83.0,0.0,1.0,0.0,8.0,3.0,3.875,35.25,0.375,468,28,12,29.333333333333332,7.5
A-716841,FinTech,US,6.3,1,0.0,1387.3333333333333,161.0,0.0,1.0,0.0,5.0,0.0,4.0,29.8,0.0,330,25,5,4.0,6.0
A-558c72,FinTech,US,17.9,1,1.0,1310.142857142857,77.0,0.0,1.0,0.0,4.0,2.0,4.25,64.25,0.5,291,19,19,15.0,5.5
A-b11cd0,DevTools,US,23.4,0,0.0,801.0,36.0,0.0,1.0,0.0,4.0,0.0,4.0,38.5,0.0,278,21,11,6.333333333333333,9.5
A-cc1d8d,FinTech,US,0.4,1,0.0,723.1428571428571,84.0,0.0,0.0,0.0,5.0,2.0,4.2,30.2,0.4,618,33,4,30.0,-17.5
A-7f4db3,FinTech,US,0.5,1,0.0,1592.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,15.0,1.0,88,9,1,29.333333333333332,14.5
A-db5e9e,DevTools,US,1.6,1,1.0,1156.375,42.0,1.0,1.0,1.0,2.0,0.0,5.0,66.0,0.0,566,29,2,13.333333333333334,6.5
A-cc102e,HealthTech,US,7.2,1,0.0,975.8571428571429,42.0,0.0,0.0,0.0,4.0,1.0,4.25,33.25,0.25,351,24,5,8.0,1.5
A-82d8a6,Cybersecurity,UK,1.0,1,6.0,1962.5714285714287,68.0,1.0,1.0,0.0,5.0,3.0,3.8,42.2,0.6,661,32,12,37.666666666666664,-16.0
A-dec005,HealthTech,US,13.4,1,1.0,3074.4,54.0,0.0,0.0,1.0,2.0,1.0,3.5,59.0,0.5,436,30,8,32.333333333333336,-7.0
A-5790f4,FinTech,UK,0.3,1,0.0,3154.3333333333335,63.0,0.0,1.0,1.0,4.0,1.0,4.0,44.0,0.25,321,25,22,10.333333333333334,-5.0
A-7c83a1,Cybersecurity,US,0.4,1,0.0,1470.0,48.0,0.0,1.0,0.0,4.0,2.0,4.0,42.0,0.5,403,26,2,19.333333333333332,21.0
A-297a2d,HealthTech,UK,19.9,0,3.0,2874.6,36.0,0.0,1.0,1.0,2.0,2.0,3.5,32.5,1.0,244,23,48,7.0,-5.0
A-4c56c9,FinTech,US,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.5,54.0,0.5,416,26,1,34.666666666666664,19.5
A-cbbe12,Cybersecurity,DE,21.4,0,2.0,2180.1666666666665,49.0,1.0,1.0,1.0,6.0,4.0,4.166666666666667,38.0,0.6666666666666666,178,14,30,5.333333333333333,0.0
A-4a267b,FinTech,US,1.4,1,0.0,5771.0,29.0,0.0,1.0,1.0,4.0,2.0,4.25,16.25,0.5,357,26,23,11.333333333333334,-9.5
A-bcbe98,Cybersecurity,US,3.9,1,3.0,2213.1111111111113,46.0,1.0,1.0,0.0,7.0,4.0,4.0,38.285714285714285,0.5714285714285714,568,34,13,27.333333333333332,11.0
A-427b69,FinTech,US,4.3,0,0.0,1995.8,36.0,0.0,0.0,0.0,2.0,1.0,3.5,31.5,0.5,698,32,5,26.333333333333332,20.5
A-0be015,FinTech,US,1.9,1,0.0,392.6666666666667,24.0,0.0,0.0,0.0,7.0,4.0,4.142857142857143,40.285714285714285,0.5714285714285714,297,19,51,21.666666666666668,-21.5
A-054577,EdTech,UK,8.1,0,2.0,2787.5625,90.0,1.0,1.0,1.0,1.0,1.0,4.0,46.0,1.0,833,36,1,33.333333333333336,30.0
A-bc87bc,FinTech,US,5.5,0,0.0,1504.0,31.0,0.0,1.0,0.0,7.0,4.0,3.857142857142857,40.57142857142857,0.5714285714285714,394,24,11,23.0,20.5
A-0f7d77,FinTech,IN,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.4,27.2,0.6,254,21,5,4.333333333333333,3.5
A-e7beab,EdTech,DE,6.2,1,0.0,1840.75,58.0,0.0,1.0,1.0,5.0,2.0,4.0,39.0,0.4,292,16,26,18.666666666666668,7.0
A-a09355,FinTech,US,2.3,1,0.0,2439.25,30.0,0.0,1.0,1.0,5.0,3.0,4.0,32.6,0.6,697,32,11,21.333333333333332,11.0
A-31ab9a,FinTech,DE,6.7,1,0.0,1114.75,73.0,0.0,1.0,0.0,6.0,3.0,3.8333333333333335,46.833333333333336,0.5,300,18,16,16.666666666666668,-12.5
A-0158bb,FinTech,DE,7.4,0,1.0,678.3333333333334,45.0,0.0,1.0,0.0,1.0,1.0,3.0,32.0,1.0,364,19,4,8.333333333333334,9.0
A-f19b24,Cybersecurity,US,23.7,0,0.0,841.0,29.0,0.0,1.0,0.0,2.0,1.0,4.0,35.5,0.5,119,12,59,12.333333333333334,-14.0
A-798a3f,DevTools,FR,9.0,1,1.0,1065.1666666666667,42.0,0.0,1.0,0.0,4.0,4.0,4.0,39.5,1.0,282,17,46,11.333333333333334,-15.5
A-42b791,FinTech,AU,7.4,0,0.0,2722.8571428571427,75.0,0.0,0.0,0.0,3.0,2.0,4.0,33.666666666666664,0.6666666666666666,312,19,12,11.666666666666666,2.0
A-068fc6,EdTech,US,17.5,0,1.0,2908.5,35.0,0.0,1.0,1.0,5.0,4.0,4.2,38.8,0.8,598,32,3,24.333333333333332,30.5
A-6f50ae,FinTech,US,5.2,1,0.0,1125.75,19.0,0.0,0.0,0.0,1.0,0.0,5.0,34.0,0.0,416,28,1,22.0,-4.0
A-a2485e,FinTech,US,4.9,0,1.0,1462.5,68.0,1.0,1.0,1.0,0.0,0.0,4.0,36.0,0.0,317,22,35,16.666666666666668,-13.0
A-bb1eaa,Cybersecurity,US,2.1,1,1.0,1659.0,21.0,1.0,1.0,0.0,5.0,4.0,4.0,27.0,0.8,126,12,82,4.333333333333333,-6.5
